,text,label
2354,"linfangiografia no estudo da filariase linfatica in the first part of the present paper a study is presented of the lymphangiogram of the normal african; the author has noticed that it is coincident with the one of the white indi- vidual. the second part includes the lymphangiographic examina- tion and the observation of lymph circulation (via risa) during the several stages of lymphatic filariasis. even during the asymptomatic stage, lymphangiography shows ganglial hypertrophy with a slight fibrosis and occa- sional discreet alterations of the lymphatic trunks. in the symptomatic stage, the lymphangiographic aspects vary according to the disease's different stages and there is not always a relationship between the duration period of the symptoms and the changes observed. in lymphangites, there are frequent alterations of the lymphatic trunks, i.e., increase in caliber, extensive and seg- mentary dilatations, numerical decrease with visualization of anastomoses and higher permeability. circulatory trouble evi- dences itself not only by a decrease in the rate of the lymph flow, but also by a very marked ganglial retention. in adenites, in spite of the marked ganglial hypertrophy due to intense sclerosis, there may be no considerable altera- tions in the lymphatics, but risa already shows clear circula- tion troubles leading to lymphatic stasis. in adenolymphoceles, the obstruction at the primitive-iliac level causes the lymph flow to deviate through the pre-sacral anastomoses and reflux to the inguinal glands, thus causing their dilatation and the formation of varicosities in the affe- rent lymphatics. in lymphedemas, our lymphangiographic results together with risa's allow us to assume that the pathogeny is chiefly influenced by three factors: lymphatic obstruction due to lym- phangitis, insufficiency of the collateral ducts, and ganglial sclerosis.",med
2355,"Searching the Chemical Abstracts Condensates Data Base via Two On-Line Systems A comparison of the most used features of System Development Corporation's ORBIT and Lockheed's DIALOG systems is made, especially in reference to conducting searchers of Chemical Abstracts Condensates..Many of the operations are similar in nature.. However the capabilities are sufficiently different that an experienced searcher can select the system which gives the best results..",cisi
2356,"hormone therapy in metastatic breast cancer.. clinical response and urinary gonadotrophins . the total urinary gonadotrophin output of a group of post menopausal women with metastatic breast carcinoma undergoing hormone therapy, which in every case initially consisted of treatment with diethylstilboestrol, des (ca. 20 mg/d), has been studied for periods varying from seven months to 31/2 years . no correlation between gonadotrophin output and clinical response was found, except that in all cases showing objective regression urinary gonadotrophin remained low throughout the remission period . a low level of gonadotrophin output was not, however, necessarily indicative of a good clinical remission . following withdrawal of des, and independent of the period of therapy, recovery to pre-treatment levels was the rule rather than the exception . a small group of patients maintained on a lower dose of des (3-5 mg/d) showed the same degree of suppression of urinary output as those receiving 20 mg/d, and several of these exhibited objective remissions . the study has emphasised the importance of site specificity in the response to hormone therapy, and underlines the difficulties of relating the clinical response of the patient as a whole to changes in hormonal environment .",med
2357,"A Survey of the Use of On-Line Computer-Based Scientific Search Services by Academic Libraries To explore their use of on-line computer-based bibliographic search services, a one-page questionnaire was sent to 100 academic libraries in the United States having separate departmental chemistry or science libraries.. An attempt was made to determine the background training of the persons performing the searches, who the end users were, the growth trend, the funding, the data bases used, and the value to the users.. Of the 73 replies, 49.3% indicated use of such services, while 24.6% were planning to use them primarily by faculty and graduate students.. Of those reporting, 83.3% used searchers with a background in library or information science; 47.2% had a background in scientific discipline..Two or more on-line services were used by 72.2%.. A majority of respondents stated that the use paid all expenses or a portion of the expenses.. The searches met the needs of the use most of the time in 83.3% of the cases, and all of the time in 5.4%..",cisi
2358,"pressure distribution induced on a flat plate at a free-stream mach number of 1.39 by rockets exhausting upstream and downstream . pressure distribution induced on a flat plate at a free-stream mach number of 1.39 by rockets exhausting upstream and downstream . an experimental investigation was made of the pressures induced on a flat plate at a free-stream mach number of 1.39 by a supersonic rocket jet exhausting upstream and downstream . measurements of the pressure distribution on a flat plate were made at zero angle of attack for 11 different locations of the jet exhaust nozzle beneath the wing . measurements were made at ratios of rocket-exit total pressure to free-stream static pressure from 6 to 60 and at a reynolds number per foot of approximately 10 times 10 to the power of 6 . the rocket when exhausted upstream produced a strong shock that moved further upstream with increasing rocket-exit total-pressure ratio . positive incremental normal-force coefficients were obtained at all test positions . data at 11 test positions are tabulated for rocket-on and rocket-off pressure coefficients as well as for incremental pressure coefficients for the 48 orifices of the flat plate for the range of ratio of rocket-exit total pressure to free-stream static pressure of the investigation . changing the location of the model with respect to the plate had a negligible effect when the rocket was varied in the chordwise direction, but the pressure coefficients were reduced as the rocket was lowered away from the flat-plate wing .",cran
2359,"Economies and Computers It is not a simple matter to describe this book. Briefly, it attempts to provide and apply a set of concepts from economic theory that may prove valuable to those who are now or may become decision- makers in the selection, financing, and/or use of computers. Only theory relevant for such decision-makers is presented here. This means that the effects of computers on the economy as a whole lie outside the scope of this book, as do a number of related issues. We deal, thus, with microeconomic, not macroeconomic, theory: our focus is on the small (industry, firm, computer) and not the large (gross national product, consumer price index, unemployment).",cisi
2360,"an analysis of the language of fourteen schizophrenic children fourteen schizophrenic (autistic) children were studied by means of detailed behavioural histories and observations. the language recorded in history and observation protocols was analysed and compared with available data on normal children. all schizophrenic children were grossly retarded in their language development and all measures of this correlated highly with a previous overall clinical assessment of the severity of illness. the most striking abnormalities in the language of the children studied were stereotyped repetition of utterances appropriate to an earlier developmental level or to a previous environmental context, accompanied by a lack of normal expressions of curiosity and of responsiveness to changing environmental cues.",med
2361,"Evaluation of an SDI Service Based on the Index Chemicus Registry System The Index Chemicus Registry System (ICRS) is the machine-readable equivalent of Current Abstracts in Chemistry & Index Chemicus (CAC & IC). In an earlier paper, we described the development of an experimental selective-dissemination-of-information (SDI) service based on these tapes. A detailed description of the techniques of profile construction for searching a Wiswesser Line Notation (WLN) structure file is given in this earlier paper. The present paper describes the evaluation of the SDI service in terms both of quantitative measures of retrieval performance, coverage and currency, and also of user reactions to the service, as expressed in their replies to a questionnaire. Failure analysis techniques were used to identify the reasons for retrieval failures and possible methods for improving retrieval performance. A fuller description of the evaluation has been published in report form.",cisi
2362,"an experimental and theoretical investigation of second-order supersonic wing-body interference, for a non-lifting body with wings at incidence . an experimental and theoretical investigation of second-order supersonic wing-body interference, for a non-lifting body with wings at incidence . pressure distributions on the wing of two wing-body combinations are measured experimentally at mach numbers 3 and 4 with the wing at various incidences in the range 0degree to 10degree . the results are compared with theoretical results which include interference effects calculated according to the second-order supersonic wing-body interference theory due to landahl and beane /1/ . this theory, having been tested previously for non-lifting wing-body combinations, is thus tested also for wings at incidence . the agreement between theory and experiment is found to vary with mach number and wing sweepback . for the higher mach number and moderate sweepback the theory gives a good prediction of pressure distribution, but for the most adverse condition of low mach number and large sweepback the theory is found to overestimate the interference effects . this is expected as the theory assumes the sweepback of the wings is small compared with that of the mach line . an empirical guide to the limit of application of the interference theory is given . within this limit the agreement between theory and experiment is found to deteriorate only a little with increase of incidence, over the range tested .",cran
2363,"surgical aspects of heart disease in pregnancy . the ideal management of the pregnant woman with heart disease is medical, if feasible . the operative experience with mitral valvulotomy in pregnancy has expanded . this procedure is now indicated when progressive cardiac disability develops during the first or second trimester and when the proven dominant lesion is mitral stenosis . when other lesions are present, especially those requiring pump oxygenator perfusion, the risk must be carefully measured . damage to the fetus may result from reduced placental blood flow .",med
2364,"Reader in Documents of International Organizations The purpose of this volume is to give an insight into the nature and scope of the documents of international organizations and to provide information about the work of documentalists and librarians in making the mass of information available in these documents available to readers. All too many librarians regard government documents and in particular, the documents of international agencies as esoteric, unlike the usual library materials in format and publication pattern, and as presenting problems of acquisitions, control and service so complex and so frustrating that they are best left to the specialist in documents. The result is that international documents are a puzzlement to the general librarian, and a source of frustration to the ill informed administrator; a situation exacerbated by the present general tendency of library school curricula to ignore the question of international documents except for cursory mention in one or at most two sessions of a general course in government documents to which relatively few students are exposed. The information in this volume will allay the fears of the generalist librarian. It also provides the data on which to base additional emphasis on international documents in the library school curriculum.",cisi
2365,"Design and Operation of a Computer Search Center for Chemical Information The objective of the Computer Search Center (CSC) of the Information Sciences section of IIT Research Institute (IITRI) is to provide a link between a wide variety of users and the rapidly expanding information resources in machine- readable form. Because none of the available computer search programs met the criteria of the center, and because of the need to handle a variety of data bases, new general purpose computer programs were written, and a tape format was developed so that a wide variety of data bases can be searched by the same computer program. The center was designed to provide current awareness and retrospective search services from both document-type and data-type computerized data files. The desire to develop transferable programs for use at many installations prompted the adoption of the machine-independent compiler language PL/1 and the use of IBM 360 series computers. The objective of education and training led to the development of a ""Search Manual"" for profile preparation, the development of a workbook in ""Modern Techniques in Chemical Information,"" the teaching of a new academic course, and the presentation of seminars.",cisi
2366,"antidiuretic properties of chlorothiazide in diabetes insipidus dogs chlorothiazide was found to decrease urine volume and increase urine con- centration in diabetes insipidus dogs. there was no change in gfr, rpf, tmpah, plasma volume, extracellular fluid or total body water. the one con- sistent altered function was a decrease in ""free water"" clearance. diazoxide and mercuhydrin were not antidiuretic. it is believed that the antidiuretic action is dependent on the chlorothiazide-induced saluresis. although the mechanism of this antidiuresis has not been clearly de- fined, it seems best explained by postu- lating a decrease in filtrate reaching the distal nephron (giving a decreased final urine volume) coupled with inhibition of solute reabsorption in the distal tubule (preventing the selective reabsorption of solute in the distal tubule that is nor- mally seen, accounting for the increase in urine concentration). the possible role of the mineralocorticoids in the antidiuretic response to chlorothiazide therapy was investigated in diabetes in- sipidus and adrenalectomized dogs. ad- ministration of sodium-retaining steroids to diabetes insipidus dogs did not re- produce the urinary changes associated with chlorothiazide therapy. in addition, the antidiuretic response to chlorothia- zide was not altered by adrenalectomy or spironolactone administration. there- fore, the presence of the sodium-retain- ing steroids are not essential for the anti- diuretic response of chlorothiazide in diabetes insipidus.",med
2367,"Citation Analysis The Science Citation Index is a valuable and powerful tool when used for the purpose for which it was intended, as an aid in literature search. It also invites a variety of statistical investigations, which must, however, be considered with prudence, since they may lead to misleading results. No matter how cautiously the authors express themselves, the casual readers, that is the majority, will treat the results as established facts and forget about the assumptions underlying them. This is also happening with the computer output for economic models, which is accepted as if it were experimental observation.",cisi
2368,New Tasks of Information Services and Specialists Training Problem State-of-the-art in reference information servicing and training of specialists for information establishments is described..,cisi
2369,nonviscous flow through a pump impeller on a blade-to-blade surface of revolution . nonviscous flow through a pump impeller on a blade-to-blade surface of revolution . the nonviscous incompressible flow through a typical pump impeller is analyzed on a blade-to-blade surface of revolution . solutions are obtained for a variety of inlet conditions including several with prewhirl of the assumed location of the rear stagnation point . comparison of results from two approximate methods of analysis showed good agreement for the zero-angle-of-attack case and reliable indication of the existence of an eddy on the driving face at a large positive angle of attack .,cran
2370,"An Evaluation of Index Medicus and MEDLARS in the Field of Ophthalmology An evaluation of the performance of Index Medicus and MEDLARS in the field of ophthalmology is presented, using data generated by a separate study.. MEDLARS performance figures gave a screened precision ratio of 54% and a recall ratio of 42%.. Over the same set of questions Index Medicus had a screened precision ratio of 53% and a recall ratio of 46%.. Results for Index Medicus alone over a large set of questions gave a 73% screened precision ratio and a 47% recall ratio.. A random sample of MEDLARS and Index Medicus precision and recall failures showed that most of the Index Medicus recall failures resulted from manual searcher omission.. The major causes of Medlars precision failures were inadequate indexing terminalogy to express concepts and attempts at providing too exhaustive a search..",cisi
2371,"stranger and separation anxiety in infancy . anxiety responses to strangers and to separations from mother were studied longitudinally in 19 infants between the ages of three and 23 months by direct observations and by interviews with the mother . benjamin's hypotheses concerning the differentiation and immediate dynamics of infantile stranger and separation anxiety were supported by the findings . differences in onset, period of highest intensity, termination, and ratios in individuals were found between the two anxieties . tests of the relationship between the two anxieties were supportive of deductive predictions made by benjamin . sex differences in intensity of the two anxieties were found .",med
2372,"Development of Methodologic Tools for Planning and Managing Library Services: III. Standardized Inventories of Library Services A standardized procedure was developed for eliciting those details for a library's service policies that are important to its users and for recording the data by checking appropriate categories on a form.. This inventory procedure covers the entire spectrum of user services and accommodates a wide range of policies.. The inventory was originally designed for use by trained interviewers in large-scale surveys of academic medical libraries.. However, it is also suitable for other kinds of libraries, and the Interview Guide and Checklist can be used for a self-survey by library stuff.. In addition to survey use, the inventory has a variety of educational, administrative, managerial, and research applications.. A methods for weighting the categorical inventory data to reflect the relative desirability of different policies makes it possible to calculate scores indicating how a library's policies compare with those of an ""optimal"" library.. An analogous inventory of the services a library provides to other libraries was developed for surveying major backup resources in the medical library system..",cisi
2373,"The User Interface for Interactive Bibliographic Searching: An Analysis of the Attitudes of Nineteen Information Scientists Since little substantiated evidence exists concerning the features that should of should not be included in the man-machine interface of interactive bibliographic search and retrieval (IBSR) systems, an informal survey tapping the opinions of scientists active in this research area was conducted.. An analysis of the responses showed a significant level of agreement concerning interface features..",cisi
2374,"steady and fluctuating pressures at transonic speeds on two space-vehicle payload shapes . steady and fluctuating pressures at transonic speeds on two space-vehicle payload shapes . steady and fluctuating pressures have been measured at mach numbers which were varied from 0.6 to 1.2 on two bodies of revolution typical of two space-vehicle payload shapes, the centaur and the able v . the results of the investigation showed that significant fluctuations of pressure occurred on both bodies between mach numbers of 0.75 and 1.00 . the maximum fluctuations measured at any mach number and angle of attack occurred in the region of the normal shock wave as a result of shock-wave motion . large regions of unsteady pressure also occurred as a result of separation on the converging afterbody of the able-v model . the maximum pressure fluctuations occurring on the bodies increased with increasing angle of attack . for angles other than are indicated since pressure fluctuations were larger on the upper half of the bodies than on the lower half . no definite conclusions could be drawn regarding the form of the spectral densities of pressure fluctuations in the region of the shock wave . the spectral densities in regions of separation following the shock wave appeared flat except for some increase in energy level below due to slight model motions .",cran
2375,"Modern Integral Information Systems for Chemistry and Chemical Technology At the present time, about 15% of all the world publications of scientific and technical literature relate to chemistry and chemical technology. Each year throughout the world more than 250,000 documents are published: journal papers, specifications for authors' certificates and patents, scientific and technical reports, monographs, etc., and in the last twenty years the number of such documents has increased by an average of 9% a year. In these scientific documents information on 100-150 thousand new chemical compounds is published.",cisi
2376,"System Design, Evaluation, and Costing The word ""system"" as applied to information programs and activities is one which is very foggily defined. The purpose of this paper is to help clarify the concept and discuss it in the context of the librarian's conventional planning and administrative activities. This is done through a narration of the step-by-step procedures followed in the conceptualization and design of an actual library and information program. The steps involved are the following: definition of the purpose of the program, and financial and administrative constraints on its design and operation, as envisaged by management; a user study to determine needs and preferences of the presumed audience of the program; analysis and definition of program performance requirements; selection of methods and mechanisms for implementing performance requirements; conceptualization and documentation of program design; evaluation of design; modification and completion of design. Two basic principles that are discussed and emphasized are the need to define what the program should be doing and what it should not be doing, and the need and means for determining real as opposed to apparent costs in the design process.",cisi
2377,"non-equilibrium expansions of air with coupled chemical reactions . non-equilibrium expansions of air with coupled chemical reactions . analysis and solutions of the streamtube gas dynamics involving coupled chemical rate equations are carried out . results are presented for airflows along the surface of blunt bodies and through hypersonic nozzles . speeds and altitudes corresponding to re-entry were selected to obtain initial conditions for the external flow calculations . conditions appropriate to hypersonic tunnel testing were chosen for the nozzle flow calculations . composition histories are shown for a kinetic mechanism including 6 species and 14 reactions . gas-dynamic effects of nonequilibrium processes qualitatively resemble those reported earlier . however, the freezing process is complicated by the coupling of the nitric oxide shuffle reactions with the dissociation-recombination reactions . in many cases of hypersonic nozzle flows where the energy in nitrogen dissociation is significant, the fast shuffle reactions prevent nitrogen-atom freezing which would otherwise occur if three-body recombination were the only process operating . nitric oxide concentrations undershoot the equilibrium values if the ratio of nitric oxide to oxygen molecule concentrations exceeds unity in the freezing region . this depletion of nitric oxide leads to nitrogen-atom freezing .",cran
2378,"analysis of the fluid mechanics of secondary injection for thrust vector control . analysis of the fluid mechanics of secondary injection for thrust vector control . an analysis is made of the interaction of an injected gas or liquid with a supersonic stream, and the force induced on an adjacent wall is predicted . the study deals only with the freestream-injectant interaction,. the modifications to the flow introduced by the boundary layer are not considered . in the case of liquids, it is shown that the momentum deficit of the injectant relative to the freestream may play a larger part in producing the side force than the volume generation by vaporization and reaction . the analytical results are compared with those obtained from experiments in a wind tunnel and in nozzles .",cran
2379,some comments on the inversion of certain large matrices . some comments on the inversion of certain large matrices . the subject of matric structural analysis has been treated in two recently published papers in the journal . the authors of these papers have made a number of statements about the inversion of certain large matrices . it is the purpose of this note to bring to the attention of the reader certain facts that shed new light on this important problem . it is shown here that the situation is not as hopeless as the above- mentioned authors intimate .,cran
2380,"mental retardation related to hypercalcaemia . for more than 20 years a number of retarded children and adolescents have been observed who show points of striking similarity . we recognise in them a well-defined type that is clearly distinguishable from other forms of mental deficiency . they are therefore described in detail . some of the children have had infantile hypercalcaemia but it is assumed that other aetiological factors are also involved . there is a characteristic facies and usually congenital heart disease ordination is poor . there is a constant failure to thrive in infancy, with episodes of vomiting, often with constipation . mentally the children also show great similarities . their iq is about 40-50 but they show outstanding loquacity and a great ability to establish interper- sonal contacts . this stands against a background of insecurity and anxiety .",med
2381,"surgical treatment of ventricular septal defect . the surgical technique of closure of ventricular septal defects in 80 cases (37 cases of isolated defects and 43 cases of tetralogy of fallot) is discussed in the light of the follow-up results . the use of a patch for closure has reduced the incidence of recurrence to 4 percent, com- pared with 18 percent when direct suture was performed . the incidence of heart block also decreased from 15 percent, when direct suture was used, to 4 percent with a patch . the transatrial approach is preferred for isolated ventricular septal defects,. the ventricular approach is preferred for cases with tetralogy of fallot . in cases combined with aortic insufficiency only small defects are closed through the aorta . larger defects are closed in the usual way at a first stage operation, and a total valve prosthesis is introduced at a second operation . there was an operative mortality of 6 percent in isolated ventricular septal defects, compared with 27 percent in cyanotic patients with tetralogy of fallot .",med
2382,"Some Structural Characteristics of Articulated Subject Indexes An articulated subject index is one in which logical transformations of natural language phrases containing prepositions or connectives are employed to organize the noun phrases as subject headings, with subordinate displays of the remainder of the phrases.. The best-known example of the articulated subject index is that to Chemical Abstracts.. It has been shown that a well-defined transformation links the entry, as it appears in the index, with the original phrase, in natural order, as it was first compiled by the indexer.. A reverse transformation can be used to generate potential index entries from indexing phrases containing one or more prepositions or connectives.. A simple model has been devised for the generation of articulated subject index entries from natural language indexing phrases which exclude infinitives or words acting as gerunds or participles.. A sorting algorithm has also been developed, the purpose of which is to select those entries which lead to greatest organization in the index display.. Deviations from the model in manually-produced indexes are described.. The potential value of certain of these characteristics in information retrieval is examined..",cisi
2383,"specific suppression of tumor growth by isolated peritoneal macrophages from immunized mice . methods were presented by which macrophages may be isolated from the peritoneal cell population of mice . these cells, and for comparison peritoneal lymphocytes and lymph node cells, were tested for immunologic activity by injecting a mixture of the test cells and tumor cells subcutaneously into irradiated mice . each cell type, when obtained from immunized mice, was capable of suppressing the growth of the specific tumor cells . the results are discussed with respect to a possible specific immunologic function for macrophages in graft rejection .",med
2384,"Scientific Information by Computer An evaluation of the Chemical Society's Chemical Titles information retrieval service compared with a parallel manual search of the literature has shown that, at least in certain disciplines, more than 90 per cent of the desired information can be obtained.. This is quite adequate for most commercial and scientific purposes..",cisi
2385,"A Technique for the Evaluation of a Commercial Information Service and Some Preliminary Results from the Drugdoc Service of the Excerpta Medica Foundation The selectivity, timeliness and quality of indexing of a commercial service may be assessed by comparing the journal articles chosen by an organization as relevant to its interests, with those subsequently reported by the service.. These aspects were evaluated with respect to Drugdoc which scans over 3400 biomedical journals.. The results showed that the selection criteria laid down by Drugdoc are strictly adhered to; the mean time of alerting of an article was 11-3 weeks after receipt of the journal at Wellcome and all articles from a particular journal issue were reported by Drugdoc on average within 13-6 weeks.. Indexing was examined in detail and on average 8-1 primary thesaurus-controlled indexing terms were assigned per article.. Pilot studies were also run on SDI profiles compiled from the Drugdoc Thesaurus..",cisi
2386,"A Little Commonwealth Family Life in Plymouth Colony The kind of study presented in this monograph has not as yet won a wide following among working historians. On the whole their interest has remained with the larger units of social action: the region, the class, the party, the ethnic or religious group. It has been left to the so-called behavioral sciences - anthropology, sociology, psychology - to demonstrate the fundamental importance of the smallest and most intimate of all group environments, the family.",cisi
2387,"Mathematical Approach to the Spread of Scientific Ideas - The History of Mast Cell Research One of the most intriguing problems of modern science is the obscure nature of its own growth. Indeed, there are few notable scientists who have not, at one time or another, given serious thought to the questions of how their particular science has reached its present state and what will be the course of its future development. These questions seem to be of such importance to scientists that they have emerged as fundamental scientific problems in their own right. Goffman and Newill have pointed out that the process by which ideas spread within a population of scientists possesses epidemiological properties and can therefore be investigated as an epidemic process. Consequently, a new set of mathematical tools can be applied to the problem of explaining the nature of scientific development. In particular, this approach makes it possible to establish the relative importance of past lines of inquiry within a given area of scientific research, and to predict the future behavior of existing lines of investigation as well as the emergence of important new ones within the given area. The purpose of this communication is to demonstrate this method by applying it to the development of knowledge about mast cells. In his recent comprehensive survey of this subject, Prof. Hens Selye has assembled a ""full bibliography"" in which ""every aspect of the mast cell is dealt with."" This bibliography constitutes ideal data for the application of epidemic theory to the spread of scientific ideas, since it provides us with all the contributions to the subject area, from Ehrlich's discovery of the mast cell in 1877 until 1963.",cisi
2388,"Thesaural Problems in an On-Line System This paper describes the construction of a synonym thesaurus or entry vocabulary for the SUNY Biomedical Communication Network, which will permit the user greater ease of access to MeSH-indexed material without previously consulting a printed list of indexed terms.. In order to discover the actual terminalogy used by a researcher, words were extracted from titles of articles appearing in Index Medicus, and compared with the subject heading under which they appeared.. As well as strict synonyms, grammatical variants were also included.. Work is continuing on relating other indexing vocabularies, such as Excerpta Medica and Current Medical Terminalogy, used in the biomedical world to MeSH terms..",cisi
2389,Dispersion of Papers among Journals based on a Mathematical Analysis of Two Diverse Medical Literatures Two entire literatures relating to research in mast cells and schistosomiasis have been found to differ in almost every respect.,cisi
2390,"improved numerical solution of the blasius problem with three-point boundary conditions . improved numerical solution of the blasius problem with three-point boundary conditions . the blasius equation describes the velocity distribution resulting from laminar, constant-pressure mixing of a stationary fluid layer and a moving stream . in connection with a numerical procedure for the univac based on analytic continuation of the function f' . high-speed computers now make it feasible to use analytic continuation for numerical integration of single-point boundary-value problems such that, within the limits of taylor's expansion, truncation error may be made arbitrarily small . a brief description of the application of the routine is given .",cran
2391,"Standard Times for Information Systems: A Method for Data Collection and Analysis With a view of obtaining a set of standard times for information system operations, Aslib Research Department is developing and testing methods for collecting and analyzing data on the time taken to perform certain operations.. The current state of development of these methods is described.. Data collection is by a self-recording (diary) method, completed at the time of performing the operation.. The major problem is one of identifying, describing, and analyzing the effect of the various factors which might affect the time.. First results indicate that it is possible to explain a large proportion of the variations in individual times by taking account of a sufficient number of variables..",cisi
2392,"wing-tail interference as a cause of 'magnus' effects on a finned missile . wing-tail interference as a cause of 'magnus' effects on a finned missile . wing-tail interference is shown to cause large /magnus/ effects on a finned missile whose wings are deflected into an aileron setting . a simple experimental method with water as the working medium is used to obtain low-speed magnus data on a rolling missile . the missile is a slender cruciform configuration with all-movable wings and fixed tail fins . magnus data are presented for angles of attack up to 15 and for the one (high) roll rate which accompanies a 30 aileron deflection angle of the wings . tests conducted at zero roll rate but with the wing deflection maintained, revealed large forces in the magnus direction, thereby providing the basis for understanding magnus effects due to wing-tail interference . a semiempirical theory is proposed to explain the experimental data . a simplified model of the wake behind the wings is introduced to predict tail-interference factors . good agreement with the data is obtained . this magnus effect is opposite in direction to the classical magnus lift on a spinning cylinder ,. it is much larger than either that effect or the one on a missile with only one set of fins . wing-tail interference is the predominant source of the effect ,. roll rate only modifies the basic interference mechanism .",cran
2393,"calculation and compilation of the unsteady lift functions for a rigid wing subjected to sinusoidal gusts and to sinusoidal sinking oscillations . calculation and compilation of the unsteady lift functions for a rigid wing subjected to sinusoidal gusts and to sinusoidal sinking oscillations . the total lift responses of wings to sinusoidal gusts and to sinusoidal vertical oscillations are calculated from the response to gust penetration and to a sudden change in sinking velocity through use of the well-established reciprocal relations for unsteady flow . the cases considered are two-dimensional wings in incompressible, subsonic compressible, sonic, and supersonic flow,. elliptical and rectangular wings in incompressible flow,. wide rectangular and delta wings in supersonic flow,. and delta wings of vanishingly low aspect ratio in incompressible and compressible flow . for most of the cases considered, closed-form expressions are given and the final results are presented in the form of plots of the square of the modulus of the lift coefficient for wings in a sinusoidally oscillating gust and in the form of the real and imaginary parts of the lift component for wings undergoing sinusoidal sinking oscillations . a summary table is presented as a guide to the scope and results of this paper,. this table contains the figure and equation numbers for the types of flow and plan forms considered .",cran
2394,"the contraction of satellite orbits under the influence of air drag . the contraction of satellite orbits under the influence of air drag . part ii . with oblate atmosphere . the effect of air drag on satellite orbits of small eccentricity e/0.2/ was studied in part i/technical note no.g.w.533/on the assumption that the atmosphere was spherically symmetrical . here the theory is extended to an atmosphere in which the surfaces of constant density are spheroids of arbitrary small ellipticity . equations are derived which show how perigee distance and orbital period vary with eccentricity, and how eccentricity is related to time . expressions are also obtained which give lifetime and air density at perigee in terms of the rate of change of period . in most of the equations, terms of order e and higher are neglected . the results take different forms according as the eccentricity is greater or less than about 0.025, while circular orbits are dealt with in a separate section . the results are also presented graphically in a manner designed for practical application, and examples of the theory in use are given . the influence of atmospheric oblateness is difficult to summarize fairly simultaneously assume their'worst'values, some of the spherical-atmosphere results can be altered by up to 30( as a result of oblateness and 5-10( would be a more representative figure .",cran
2395,"Diffusion of Innovations This book is directed both to advanced college students enrolled in sociology courses and to students of the other social sciences (such as anthropology, economics, history, and psychology) who are concerned with diffusion. (For this reason, sociological concepts are defined when they are introduced.) More than five hundred publications on the diffusion of innovations are reviewed here. The innovations studied range from new drugs among physicians to hand tools among primitive tribes, and from driver training among public high schools to hybrid corn among farmers. Although a generally consistent set of findings has emerged from these studies, a search of the literature shows little attempt to summarize and evaluate available results and theories on the spread of ideas. This volume synthesizes these findings and theories.",cisi
2396,"flutter of rectangular simply supported panels at high supersonic speeds . flutter of rectangular simply supported panels at high supersonic speeds . the problem of panel flutter of rectangular simply supported plates subjected to supersonic flow over one surface is treated theoretically . the assumption is made, and subsequently verified, that the /static/ approximation to the aerodynamic flutter forces yields flutter boundaries with satisfactory accuracy for mach numbers greater than about 2 . two panel flutter analyses are performed using this static approximation in conjunction with thin-plate theory--one employs aerodynamic strip theory, the other aerodynamic surface theory . the influence of mach number, dynamic pressure, panel aspect ratio, and midplane stress on the panel thickness required to prevent flutter is determined for extensive ranges of these parameters .",cran
2397,"buckling of sandwich under normal pressure . buckling of sandwich under normal pressure . a theoretical study is made of the buckling of a sandwich sphere comprised of a core layer of low-modulus material and two thin facing layers of higher modulus material . the solution for the buckling resistance of the sphere under normal external pressure is obtained by linearized theory, and is reducible to the classical solution for monocoque spherical shells . critical buckling pressures are calculated for various radius-thickness ratios and sphere materials .",cran
2398,"Recent Growth of the Literature of Biochemistry and Changes in Ranking of Periodicals The ideas and techniques of physics have been systematically applied to the study of living matter since the 1950s and 1960s.. As a result a rapid and large increase has taken place in the research activity in this field and biophysics and molecular biology have emerged as important areas of study.. The consequent enormous growth of literature in the field has created great difficulties in tracking out the significant literature of the subject.. To cope with this unprecedented growth of literature, a ranking list of periodicals in this field has been prepared on the basis of citations in the Annual review of biochemistry for 1968, 1969, and 1970.. This list is expected to reflect the impact of literature on the progress of biochemical knowledge more accurately than the list prepared by Henkle in 1938.. The present list brings out the predominant position of biochemical research in the total scientific effort today, and the increasing bias of cognate disciplines towards biochemical methodologies.. A method of analysis of the number of citations in relation to size of the journal concerned and average length of the papers published has been developed and applied in this study.. The analysis yields three parameters which should be useful in assessing the actual scientific interest of a journal in relation to the number of paper published, compactness of the information content, and the scientific value of the paper in relation to compactness of presentation.. The results of the present study have been discussed in relation to Bradford's Law of Scattering and an extension of the Law has been suggested, namely, that during phases of rapid and vigorous growth of knowledge in a scientific disciplines, articles of interest to that discipline appear in increasing numbers in periodicals distant from that field.. It is expected that the present ranking list will enable librarians and other professional workers in the field of biochemistry to select journals from the viewpoint of their significance to the active areas or present day biochemical research..",cisi
2399,On Rational Structure of a Science Journal Article A rational scheme for a scientific (or technical) article is proposed which is bound to improve its informativeness by purely formal means..,cisi
2400,"A Guide to the Library of Congress Classification This guide is an introduction to the Library of Congress Classification; as such, it does not include instructions for every subclass or table, but attempts to provide the reader with an understanding of the characteristics of the classification, the arrangement within the classes, the format of the schedules and tables, and special problems of use and notation. The reader should trace the analysis of each example of classing through the pages from the L.C. schedule provided in the guide. It is important to remind the reader that a thorough study of each class schedule in addition to the recommended readings is essential. The author realizes that many imperfections may be present in this guide and will appreciate suggestions for changes from readers.",cisi
